periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,ind_level_label.value,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,Emp,sEmp
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1122,Hog and Pig Farming,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1123,Poultry and Egg Production,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,243,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1125,Aquaculture,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,36,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1129,Other Animal Production,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,99,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1131,Timber Tract Operations,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,157,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1132,Forest Nurseries and Gathering of Forest Products,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,47,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1133,Logging,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,507,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1141,Fishing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,15,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1142,Hunting and Trapping,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1151,Support Activities for Crop Production,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,1383,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1152,Support Activities for Animal Production,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,91,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,1153,Support Activities for Forestry,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,206,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2111,Oil and Gas Extraction,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2121,Coal Mining,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2122,Metal Ore Mining,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2123,Nonmetallic Mineral Mining and Quarrying,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,425,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2131,Support Activities for Mining,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,76,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2211,"Electric Power Generation, Transmission and Distribution",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,1395,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2212,Natural Gas Distribution,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,792,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2213,"Water, Sewage and Other Systems",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,788,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2361,Residential Building Construction,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,4823,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2362,Nonresidential Building Construction,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,5133,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2371,Utility System Construction,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,2113,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2372,Land Subdivision,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,183,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2373,"Highway, Street, and Bridge Construction",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,1873,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2379,Other Heavy and Civil Engineering Construction,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,745,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2381,"Foundation, Structure, and Building Exterior Contractors",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,4972,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2382,Building Equipment Contractors,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,12996,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2383,Building Finishing Contractors,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,6567,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,2389,Other Specialty Trade Contractors,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,2729,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3111,Animal Food Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,122,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3112,Grain and Oilseed Milling,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,265,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3113,Sugar and Confectionery Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,295,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,837,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3115,Dairy Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,1283,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3116,Animal Slaughtering and Processing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,482,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3117,Seafood Product Preparation and Packaging,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,27,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3118,Bakeries and Tortilla Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,3606,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3119,Other Food Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,2081,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3121,Beverage Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,1916,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3131,"Fiber, Yarn, and Thread Mills",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3133,Textile and Fabric Finishing and Fabric Coating Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,17,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3141,Textile Furnishings Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,266,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3149,Other Textile Product Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,237,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3151,Apparel Knitting Mills,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3152,Cut and Sew Apparel Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,526,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3159,Apparel Accessories and Other Apparel Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3161,Leather and Hide Tanning and Finishing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3162,Footwear Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,454,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3169,Other Leather and Allied Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,57,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3211,Sawmills and Wood Preservation,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,1095,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,339,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3219,Other Wood Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,1218,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3221,"Pulp, Paper, and Paperboard Mills",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,548,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3222,Converted Paper Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,1711,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3231,Printing and Related Support Activities,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,4199,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3241,Petroleum and Coal Products Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,388,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3251,Basic Chemical Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,298,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,,5
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,153,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3254,Pharmaceutical and Medicine Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,502,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3255,"Paint, Coating, and Adhesive Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,190,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3256,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,197,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3259,Other Chemical Product and Preparation Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,113,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3261,Plastics Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,2790,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3262,Rubber Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,490,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3271,Clay Product and Refractory Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,348,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3272,Glass and Glass Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,856,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3273,Cement and Concrete Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,739,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3274,Lime and Gypsum Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,139,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),4138900,"Portland-Vancouver-Hillsboro, OR-WA (OR part)",4,NAICS Industry Groups,3279,Other Nonmetallic Mineral Product Manufacturing,A00,All (1-5),0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,513,1
